ARGUMENT ID	EXPANDED TEXT	EXPANDED TEXT ADJECTIVES
A30290	i am against the fact that we should ban telemarketing because i think that on rare occasions they can have a benefit possibly the elderly can benefit as they are less familiar with the internet. i am a conservative.	i am against the fact that we should ban telemarketing because i think that on rare occasions they can have a benefit possibly the elderly  can benefit as they are less familiar with the internet. i am a republican.
A30293	i am against the fact that we should abolish intellectual property rights because i think that intellectual property rights ensure that people or companies can make profits from what they have spent much time and effort in creating. i am a libertarian.	i am against the fact that we should abolish intellectual property rights because i think that intellectual property rights ensure that people or companies can make profits from what they have spent much time and effort in creating. i am a liberal.
A30294	i am in favor of the fact that we should fight for the abolition of nuclear weapons because i think that dont let anyone fool you with talks about deterrence and socalled nuclear peace weapons are made to kill this is their sole purpose and nuclear weapons are made to kill millions they are pure evil. i am a christian.	i am in favor of the fact that we should fight for the abolition of nuclear weapons because i think that dont let anyone fool you with talks about deterrence and socalled nuclear peace  weapons are made to kill this is their sole purpose and nuclear weapons are made to kill millions they are pure evil. i am a liberal.
A30296	i am in favor of the fact that we should legalize sex selection because i think that couples should be able to select the sex of their child since some may only want boys or may want girls they may also already have more then one child of a certain sex and want the other sex next time. i am a feminist.	i am in favor of the fact that we should legalize sex selection because i think that couples should be able to select the sex of their child since some may only want boys or may want girls  they may also already have more then one child of a certain sex and want the other sex next time. i am a liberal.
A30299	i am against the fact that we should ban whaling because i think that whale meat is part of the traditional cuisine of many cultures and is simply another form of fishing simply the case of coastal communities consuming what is available to them. i am a vegetarian.	i am against the fact that we should ban whaling because i think that whale meat is part of the traditional cuisine of many cultures and is simply another form of fishing  simply the case of coastal communities consuming what is available to them. i am a liberal.
A30300	i am against the fact that we should ban human cloning because i think that human cloning should not be banned as at may prevent the study and advance of medical science. i am a vegetarian.	i am against the fact that we should ban human cloning because i think that human cloning should not be banned as at may prevent the study and advance of medical science. i am a liberal.
A30302	i am against the fact that we should ban fast food because i think that people have the free will to choose what they want to eat regardless of how unhealthy it is. i am a vegetarian.	i am against the fact that we should ban fast food because i think that people have the free will to choose what they want to eat regardless of how unhealthy it is. i am a republican.
A30303	i am in favor of the fact that we should ban human cloning because i think that human cloning lets people play god. i am a christian.	i am in favor of the fact that we should ban human cloning because i think that human cloning lets people play god. i am a republican.
A30304	i am in favor of the fact that we should abolish the olympic games because i think that they cost too much money and we waste too many resources on the olympics. i am a conservative.	i am in favor of the fact that we should abolish the olympic games because i think that they cost too much money and we waste too many resources on the olympics. i am a republican.
A30305	i am against the fact that we should ban private military companies because i think that we should not ban private military companies as the national military is not able to perform smaller operations and should not be taken away from their national duties and responsibilities. i am a conservative.	i am against the fact that we should ban private military companies because i think that we should not ban private military companies as the national military is not able to perform smaller operations and should not be taken away from their national duties and responsibilities. i am a liberal.
A30306	i am in favor of the fact that we should subsidize journalism because i think that more people would be able to get into journalism and there would therefore be more news stories available. i am a journalist.	i am in favor of the fact that we should subsidize journalism because i think that more people would be able to get into journalism and there would therefore be more news stories available. i am a republican.
A30308	i am in favor of the fact that we should adopt genderneutral language because i think that we should adopt genderneutral language because it will stop people from being offended from misidentifying them. i am a feminist.	i am in favor of the fact that we should adopt genderneutral language because i think that we should adopt genderneutral language because it will stop people from being offended from misidentifying them. i am a liberal.
A30310	i am against the fact that we should oppose collectivism because i think that collectivism utilizes the best from many sources. i am a libertarian.	i am against the fact that we should oppose collectivism because i think that collectivism utilizes the best from many sources. i am a republican.
A30311	i am in favor of the fact that we should stop the development of autonomous cars because i think that the technology in autonomous cars is unproven and still unsafe it has already resulted in multiple deaths automatic cars should be banned from public roads immediately to stop further casualities. i am a conservative.	i am in favor of the fact that we should stop the development of autonomous cars because i think that the technology in autonomous cars is unproven and still unsafe it has already resulted in multiple deaths automatic cars should be banned from public roads immediately to stop further casualities. i am a liberal.
A30312	i am in favor of the fact that we should abolish safe spaces because i think that trigger warnings are sufficient in preventing someone from reliving trauma in the vast majority of instances and therefore we should abolish safe spaces to maximize free speech. i am a libertarian.	i am in favor of the fact that we should abolish safe spaces because i think that trigger warnings are sufficient in preventing someone from reliving trauma in the vast majority of instances and therefore we should abolish safe spaces to maximize free speech. i am a liberal.
A30313	i am against the fact that we should subsidize wikipedia because i think that subsidizing wikipedia would lead to bias in its articles and slanted information. i am a conservative.	i am against the fact that we should subsidize wikipedia because i think that subsidizing wikipedia would lead to bias in its articles and slanted information. i am a republican.
A30314	i am in favor of the fact that we should oppose collectivism because i think that collectivism does not allow for individual enterprise and it stifles entrepreneurism. i am a libertarian.	i am in favor of the fact that we should oppose collectivism because i think that collectivism does not allow for individual enterprise and it stifles entrepreneurism. i am a republican.
A30315	i am against the fact that we should abolish the olympic games because i think that the games are a good way to bring nations together in a sense of fun and friendly competition. i am a conservative.	i am against the fact that we should abolish the olympic games because i think that the games are a good way to bring nations together in a sense of fun and friendly competition. i am a republican.
A30316	i am against the fact that we should ban factory farming because i think that factory farming brings more food to the table at lower prices. i am a vegetarian.	i am against the fact that we should ban factory farming because i think that factory farming brings more food to the table at lower prices. i am a anarchist.
A30317	i am against the fact that we should ban cosmetic surgery for minors because i think that minors sometimes unfortunately been involved in car crash and when such a surgery is mandatory there is no other waybanning surgery for minors generally will be redicilous. i am a christian.	i am against the fact that we should ban cosmetic surgery for minors because i think that minors sometimes unfortunately been involved in car crash and when such a surgery is mandatory there is no other waybanning surgery for minors generally will be redicilous. i am a liberal.
A30319	i am against the fact that we should ban the use of child actors because i think that many films and television shows have child roles which could only be filled by children as long as the children are protected it means that the finished product will have higher artistic integrity. i am a feminist.	i am against the fact that we should ban the use of child actors because i think that many films and television shows have child roles which could only be filled by children as long as the children are protected it means that the finished product will have higher artistic integrity. i am a communist.
A30320	i am in favor of the fact that we should adopt an austerity regime because i think that we as a nation have been able to spend and borrow far too freely and that has caused nationally. i am a conservative.	i am in favor of the fact that we should adopt an austerity regime because i think that we as a nation have been able to spend and borrow far too freely and that has caused nationally. i am a liberal.
A30322	i am against the fact that we should cancel pride parades because i think that we should not cancel pride parades because they have the right to celebrate too. i am a vegetarian.	i am against the fact that we should cancel pride parades because i think that we should not cancel pride parades because they have the right to celebrate too. i am a republican.
A30323	i am against the fact that we should adopt a zerotolerance policy in schools because i think that we should not adopt a zerotolerance policy in schools because some of the teachers would misuse the policy. i am a conservative.	i am against the fact that we should adopt a zerotolerance policy in schools because i think that we should not adopt a zerotolerance policy in schools because some of the teachers would misuse the policy. i am a liberal.
A30324	i am against the fact that we should limit judicial activism because i think that checkbalancing government use of power in a democracy is what makes democracy the better governing form judicial activism will limit government overuse of its power. i am a libertarian.	i am against the fact that we should limit judicial activism because i think that checkbalancing government use of power in a democracy is what makes democracy the better governing form judicial activism will limit government overuse of its power. i am a republican.
A30326	i am against the fact that we should abolish safe spaces because i think that we all need to feel we have a refuge so it is critically important that we have safe spaces. i am a vegetarian.	i am against the fact that we should abolish safe spaces because i think that we all need to feel we have a refuge so it is critically important that we have safe spaces. i am a republican.
A30327	i am against the fact that we should ban telemarketing because i think that telemarketing allows consumers to hear information about products they might might not otherwise have the opportunity to learn about. i am a vegetarian.	i am against the fact that we should ban telemarketing because i think that telemarketing allows consumers to hear information about products they might might not otherwise have the opportunity to learn about. i am a republican.
A30329	i am against the fact that we should ban targeted killing because i think that targeted killing allows for prime targets and organizers of terror with ingrain beliefs that result in deadly consequences and should be assassinated for protection of lives. i am a christian.	i am against the fact that we should ban targeted killing because i think that targeted killing allows for prime targets and organizers of terror with ingrain beliefs that result in deadly consequences and should be assassinated for protection of lives. i am a conservative.
A30330	i am against the fact that we should ban targeted killing because i think that targeted killing should not be banned as the government has the intelligence and knowledge to knowingly destroy a threat without destruction of many persons or communities. i am a conservative.	i am against the fact that we should ban targeted killing because i think that targeted killing should not be banned as the government has the intelligence and knowledge to knowingly destroy a threat without destruction of many persons or communities. i am a liberal.
A30332	i am in favor of the fact that we should ban cosmetic surgery because i think that cosmetic surgery is a way of masking what may be deeper rooted psychological problems. i am a vegetarian.	i am in favor of the fact that we should ban cosmetic surgery because i think that cosmetic surgery is a way of masking what may be deeper rooted psychological problems. i am a republican.
A30333	i am in favor of the fact that we should ban the use of child actors because i think that using child actors only makes them more susceptible to drug use later on. i am a feminist.	i am in favor of the fact that we should ban the use of child actors because i think that using child actors only makes them more susceptible to drug use later on. i am a republican.
A30334	i am in favor of the fact that we should adopt genderneutral language because i think that by adopting generalneutral language usage we send a clear message to children growing up that life is not segregated or determined by ones sex. i am a feminist.	i am in favor of the fact that we should adopt genderneutral language because i think that by adopting generalneutral language usage we send a clear message to children growing up that life is not segregated or determined by ones sex. i am a liberal.
A30335	i am in favor of the fact that we should adopt atheism because i think that adopting atheism would eliminate the bickering between religious groups. i am a christian.	i am in favor of the fact that we should adopt atheism because i think that adopting atheism would eliminate the bickering between religious groups. i am a republican.
A30336	i am in favor of the fact that we should abolish the threestrikes laws because i think that the threestrikes law should be abolished each convicted crime should be punished individually it isnt right to judge a person solely on their criminal history. i am a conservative.	i am in favor of the fact that we should abolish the threestrikes laws because i think that the threestrikes law should be abolished each convicted crime should be punished individually  it isnt right to judge a person solely on their criminal history. i am a liberal.
A30337	i am in favor of the fact that we should abandon the use of school uniform because i think that school uniform is unaffordable for many single parents and should be abandoned. i am a conservative.	i am in favor of the fact that we should abandon the use of school uniform because i think that school uniform is unaffordable for many single parents and should be abandoned. i am a republican.
A30338	i am against the fact that we should adopt libertarianism because i think that libertarianism is a cruel and shortsighted view it leads to greater inequality and an unempathetic society. i am a libertarian.	i am against the fact that we should adopt libertarianism because i think that libertarianism is a cruel and shortsighted view it leads to greater inequality and an unempathetic society. i am a republican.
A30340	i am in favor of the fact that we should ban algorithmic trading because i think that algorithmic trading is computer based and does not allow for any type of inspiration in trading. i am a libertarian.	i am in favor of the fact that we should ban algorithmic trading because i think that algorithmic trading is computer based and does not allow for any type of inspiration in trading. i am a liberal.
A30341	i am against the fact that we should ban cosmetic surgery because i think that some severe birth defect can be fixed by cosmetic surgery and these people have a right to live their life without the stigma of their disformity tormenting them for their entire life. i am a feminist.	i am against the fact that we should ban cosmetic surgery because i think that some severe birth defect can be fixed by cosmetic surgery and these people have a right to live their life without the stigma of their  disformity tormenting them for their entire life. i am a liberal.
A30343	i am in favor of the fact that we should abolish the olympic games because i think that there is too much controversy surrouding the olympics such as doping causing conflict among countries and thus should be banned. i am a conservative.	i am in favor of the fact that we should abolish the olympic games because i think that there is too much controversy surrouding the olympics such as doping causing conflict among countries and thus should be banned. i am a liberal.
A30344	i am in favor of the fact that we should abolish safe spaces because i think that safe spaces foster echo chambers of onesided conversations thus increasing a groups own intolerance and biases. i am a feminist.	i am in favor of the fact that we should abolish safe spaces because i think that safe spaces foster echo chambers of onesided conversations thus increasing a groups own intolerance and biases. i am a republican.
A30345	i am in favor of the fact that we should ban the use of child actors because i think that children shouldnt be in the eye of the public all the time and banning child actors would enable all children to grow up out of the spotlight. i am a conservative.	i am in favor of the fact that we should ban the use of child actors because i think that children shouldnt be in the eye of the public all the time and banning child actors would enable all children to grow up out of the spotlight. i am a liberal.
A30346	i am in favor of the fact that we should subsidize embryonic stem cell research because i think that embryonic stem cell research has the potential to help cure some of the most devastating diseases. i am a vegetarian.	i am in favor of the fact that we should subsidize embryonic stem cell research because i think that embryonic stem cell research has the potential to help cure some of the most devastating diseases. i am a liberal.
A30348	i am against the fact that we should ban factory farming because i think that factory farming is a cheaper way to produce large quantities of food. i am a vegetarian.	i am against the fact that we should ban factory farming because i think that factory farming is a cheaper way to produce large quantities of food. i am a republican.
A30349	i am against the fact that we should abolish intellectual property rights because i think that intellectual property rights are important as it gives economic incentive for their creation and helps to stimulate innovation and contribute to the technological progress of countries. i am a libertarian.	i am against the fact that we should abolish intellectual property rights because i think that intellectual property rights are important as it  gives economic incentive for their creation and helps to stimulate innovation and contribute to the technological progress of countries. i am a republican.
A30350	i am against the fact that we should adopt genderneutral language because i think that there is no need to adopt genderneutral language because people should be addressed with appropriate genders. i am a feminist.	i am against the fact that we should adopt genderneutral language because i think that there is no need to adopt genderneutral language because people should be addressed with appropriate genders. i am a liberal.
A30352	i am in favor of the fact that we should ban cosmetic surgery for minors because i think that minors with cosmetic surgery are less likely to be able to properly take care of the surgical sites making them more prone to infection afterward. i am a feminist.	i am in favor of the fact that we should ban cosmetic surgery for minors because i think that minors with cosmetic surgery are less likely to be able to properly take care of the surgical sites making them more prone to infection afterward. i am a liberal.
A30353	i am in favor of the fact that we should stop the development of autonomous cars because i think that it is still too early to allow autonomous cars to move freely. i am a conservative.	i am in favor of the fact that we should stop the development of autonomous cars because i think that it is still too early to allow autonomous cars to move freely. i am a republican.
A30357	i am against the fact that we should limit executive compensation because i think that the compensation to executives is a subject that only competer the companies and not the government in the market of free competition that we have it should be like this. i am a conservative.	i am against the fact that we should limit executive compensation because i think that the compensation to executives is a subject that only competer the companies and not the government in the market of free competition that we have it should be like this. i am a liberal.
A30358	i am in favor of the fact that we should ban the church of scientology because i think that we should ban the church of scientology because scientologists become hostile toward anything that is critical toward the religion. i am a christian.	i am in favor of the fact that we should ban the church of scientology because i think that we should ban the church of scientology because  scientologists become hostile toward anything that is critical toward the religion. i am a liberal.
A30359	i am against the fact that we should adopt an austerity regime because i think that we should not adopt an austerity regime because it will affect the general populations tremendously severe recession and many other problems. i am a conservative.	i am against the fact that we should adopt an austerity regime because i think that we should not adopt an austerity regime because it will affect the general populations tremendously severe recession and many other problems. i am a liberal.
A30360	i am against the fact that we should subsidize journalism because i think that journalism should not be subsidized because subsidies could too easily be allotted according to political beliefs. i am a conservative.	i am against the fact that we should subsidize journalism because i think that journalism should not be subsidized because subsidies could too easily be allotted according to political beliefs. i am a republican.
A30361	i am against the fact that we should end the use of economic sanctions because i think that economic sanctions provide security and ensure that citizens are treated fairly. i am a conservative.	i am against the fact that we should end the use of economic sanctions because i think that economic sanctions provide security and ensure that citizens are treated fairly. i am a republican.
A30362	i am in favor of the fact that we should ban telemarketing because i think that telemarketing is an invasive nuisance and is a platform for many types of fraud. i am a conservative.	i am in favor of the fact that we should ban telemarketing because i think that telemarketing is an invasive nuisance and is a platform for many types of fraud. i am a republican.
A30363	i am against the fact that we should ban cosmetic surgery because i think that having a mastectomy is devastating to many women and having the chance to look normal again is needed in society. i am a feminist.	i am against the fact that we should ban cosmetic surgery because i think that having a mastectomy is devastating to many women and having the chance to look normal again is needed in society. i am a republican.
A30364	i am against the fact that we should abolish safe spaces because i think that there needs to be places where in the world where bias and recrimination does not exist people need a safe space so they are not bothered by prejudice and bias. i am a feminist.	i am against the fact that we should abolish safe spaces because i think that there needs to be places where in the world where bias and recrimination does not exist people need a safe space so they are not bothered by prejudice and bias. i am a liberal.
A30365	i am against the fact that we should ban missionary work because i think that missionary work does not cause any harm as long as proper education is present on both sides. i am a christian.	i am against the fact that we should ban missionary work because i think that missionary work does not cause any harm as long as proper education is present on both sides. i am a republican.
A30366	i am in favor of the fact that we should abolish the threestrikes laws because i think that the threestrikes law should be abolished and the punishment should always fit the crime so if the third crime is petty then they should have a minimal sentence or fine rather than prison terms. i am a conservative.	i am in favor of the fact that we should abolish the threestrikes laws because i think that the threestrikes law  should be abolished and the punishment should always fit the crime so if the third crime is petty then they should have a minimal sentence or fine rather than prison terms. i am a conservative.
A30367	i am against the fact that we should abandon the use of school uniform because i think that having school uniforms doesnt infringe on free speech since students can exercise that right in other ways. i am a christian.	i am against the fact that we should abandon the use of school uniform because i think that having school uniforms doesnt infringe on free speech since students can exercise that right in other ways. i am a republican.
A30368	i am against the fact that we should abolish capital punishment because i think that capital punishment is more humane than other extreme punishment like permanent solitary confinement or guard abuse. i am a feminist.	i am against the fact that we should abolish capital punishment because i think that capital punishment is more humane than other extreme punishment like permanent solitary confinement or guard abuse. i am a republican.
A30369	i am in favor of the fact that we should abolish the threestrikes laws because i think that since prisons radicalize more than they rehabilitate three strikes laws end up creating more reoffenders by putting people away for longer in an environment that radicalizes them. i am a libertarian.	i am in favor of the fact that we should abolish the threestrikes laws because i think that since prisons radicalize more than they rehabilitate three strikes laws end up creating more reoffenders by putting people away for longer in an environment that radicalizes them. i am a conservative.
A30371	i am against the fact that we should subsidize space exploration because i think that the money used on space exploration could be used on alternative initiatives such as an health and combating poverty. i am a libertarian.	i am against the fact that we should subsidize space exploration because i think that the money used on space exploration could be used on alternative initiatives such as an health and combating poverty. i am a communist.
A30373	i am against the fact that we should ban fast food because i think that in a fast paced society a quick meal is a blessing. i am a vegetarian.	i am against the fact that we should ban fast food because i think that in a fast paced society a quick meal is a blessing. i am a republican.
A30375	i am against the fact that we should subsidize journalism because i think that journalism should be subject to the same market forces as everything else. i am a journalist.	i am against the fact that we should subsidize journalism because i think that journalism should be subject to the same market forces as everything else. i am a republican.
A30376	i am in favor of the fact that we should adopt libertarianism because i think that libertarianism reduces the oppression of big government and gives more freedom to the pople. i am a libertarian.	i am in favor of the fact that we should adopt libertarianism because i think that libertarianism reduces the oppression of big government and gives more freedom to the pople. i am a republican.
A30377	i am in favor of the fact that we should subsidize space exploration because i think that we should because we can still learn so much about space. i am a scientist.	i am in favor of the fact that we should subsidize space exploration because i think that we should because we can still learn so much about space. i am a republican.
A30378	i am against the fact that we should ban cosmetic surgery because i think that cosmetic surgery is important for health issues such as people who have been born with a cleft palate. i am a vegetarian.	i am against the fact that we should ban cosmetic surgery because i think that cosmetic surgery is important for health issues such as people who have been born with a cleft palate. i am a republican.
A30379	i am in favor of the fact that we should legalize organ trade because i think that organ trade would help save thousands of lives every year. i am a vegetarian.	i am in favor of the fact that we should legalize organ trade because i think that organ trade would help save thousands of lives every year. i am a republican.
A30381	i am in favor of the fact that we should legalize prostitution because i think that we should legalize prostitution because freedom should be absolute if i wish to make money having sex i should have that right having it legal will reduce the violence and increase safety. i am a feminist.	i am in favor of the fact that we should legalize prostitution because i think that we should legalize prostitution because freedom should be absolute if i wish to make money having sex i should have that right having it legal will reduce the violence and increase safety. i am a liberal.
A30382	i am against the fact that we should adopt atheism because i think that people should be allowed to choose how to believe freely and not forced to accept the beliefs of atheism each person has a mind and can make their own decision and should be allowed the freedom of choice. i am a atheist.	i am against the fact that we should adopt atheism because i think that people should be allowed to choose how to believe freely and not forced to accept the beliefs of atheism  each person has a mind and can make their own decision and should be allowed the freedom of choice. i am a liberal.
A30383	i am against the fact that we should ban whaling because i think that whaling is profitable for the people that do it and would result in a loss of income and tradition. i am a conservative.	i am against the fact that we should ban whaling because i think that whaling is profitable for the people that do it and would result in a loss of income and tradition. i am a republican.
A30386	i am against the fact that we should abolish zoos because i think that some animals would be extinct if it werent for zoos. i am a vegetarian.	i am against the fact that we should abolish zoos because i think that some animals would be extinct if it werent for zoos. i am a republican.
A30388	i am against the fact that we should adopt an austerity regime because i think that we should not support the austerity regime because it takes away from programs that are most needed such as feeding children. i am a feminist.	i am against the fact that we should adopt an austerity regime because i think that we should not support the austerity regime because it takes away from programs that are most needed such as feeding children. i am a liberal.
A30389	i am in favor of the fact that we should adopt a zerotolerance policy in schools because i think that adopting a zerotolerance policy helps to combat violence and drug abuse in schools. i am a republican.	i am in favor of the fact that we should adopt a zerotolerance policy in schools because i think that adopting a zerotolerance policy helps to combat violence and drug abuse in schools. i am a liberal.
A30390	i am against the fact that we should stop the development of autonomous cars because i think that autonomous cars are the future of road transport and can help people drive in a safer way and even relaxing while using them. i am a christian.	i am against the fact that we should stop the development of autonomous cars because i think that autonomous cars  are the future of road transport and can help people drive in a safer way and even relaxing while using them. i am a liberal.
A30392	i am in favor of the fact that we should legalize cannabis because i think that people have the right to live their lives in any way they choose and the government doesnt have the right to tell adults what they can put in their own bodies. i am a vegetarian.	i am in favor of the fact that we should legalize cannabis because i think that people have the right to live their lives in any way they choose and the government doesnt have the right to tell adults what they can put in their own bodies. i am a liberal.
A30394	i am against the fact that we should ban cosmetic surgery for minors because i think that small harmless cosmetic surgeries can do a lot for increasing a childs confidence and productivity. i am a feminist.	i am against the fact that we should ban cosmetic surgery for minors because i think that small harmless cosmetic surgeries can do a lot for increasing a childs confidence and productivity. i am a republican.
A30396	i am against the fact that we should subsidize student loans because i think that subsidizing student loans would allow access to funds above the means of the student and the financial consequences in the future including higher interest rates would be financially detrimental. i am a libertarian.	i am against the fact that we should subsidize student loans because i think that subsidizing student loans would allow access to funds above the means of the student and the financial consequences in the future including higher interest rates would be financially detrimental. i am a republican.
A30398	i am against the fact that we should subsidize wikipedia because i think that wikipedia is a very unreliable source of information many schools do not allow wikipedia to be used as a valid source for term papers. i am a conservative.	i am against the fact that we should subsidize wikipedia because i think that wikipedia is a very unreliable source of information many schools do not allow wikipedia to be used as a valid source for term papers. i am a liberal.
A30400	i am against the fact that we should abolish zoos because i think that zoos are places that protect and breed animals that would otherwise become extinct. i am a vegetarian.	i am against the fact that we should abolish zoos because i think that zoos are places that protect and breed animals that would otherwise become extinct. i am a republican.
D01011	i am in favor of the fact that we should encourage people to take part in fit india movement because i think that due to the inactive lifestyle and stressful lives many people are getting lifestyle diseases such as diabetes hypertension etc fit india movement can encourage people to consume healthy food and maintain physical and mental fitness. i am a vegetarian.	i am in favor of the fact that we should encourage people to take part in fit india movement because i think that due to the inactive lifestyle and stressful lives many people are getting lifestyle diseases such as diabetes hypertension etc fit india movement can encourage people to consume healthy food and maintain physical and mental fitness. i am a conservative.
D01012	i am in favor of the fact that we should encourage people to take part in fit india movement because i think that with highquality advertisements and marketing practices junk food manufacturers are manipulating children to buy their foods this fit india movement will make children think about the negative consequences of junk food as a result this movement will encourage children to consume healthy food. i am a vegetarian.	i am in favor of the fact that we should encourage people to take part in fit india movement because i think that with highquality advertisements and marketing practices junk food manufacturers are manipulating children to buy their foods this fit india movement will make children think about the negative consequences of junk food as a result this movement will encourage children to consume healthy food. i am a liberal.
D01013	i am in favor of the fact that we should encourage people to take part in fit india movement because i think that some parents put too much stress on children to study they send their children to tuition after school or just make them sit to do homework forgetting the importance of free time to play this movement has the potential to change their minds and as a result they may encourage their children to go out and play. i am a vegetarian.	i am in favor of the fact that we should encourage people to take part in fit india movement because i think that some parents put too much stress on children to study they send their children to tuition after school or just make them sit to do homework forgetting the importance of free time to play this movement has the potential to change their minds and as a result they may encourage their children to go out and play. i am a republican.
D01014	i am in favor of the fact that we should encourage people to take part in fit india movement because i think that this movement has the potential to make more people embrace traditional indian martial art forms like kathi samu musti yudha etc and traditional dance forms and also healthy indian snacks and as a byproduct this may result in creating some jobs. i am a vegetarian.	i am in favor of the fact that we should encourage people to take part in fit india movement because i think that this movement has the potential to make more people embrace traditional indian martial art forms like kathi samu musti yudha etc and traditional dance forms and also healthy indian snacks and as a byproduct this may result in creating some jobs. i am a liberal.
D01015	i am against the fact that we should encourage people to take part in fit india movement because i think that the motivation to maintain fitness should start from childhood but in india many schools lack playgrounds lack of playgrounds may push children to turn to inactive lifestyles. i am a vegetarian.	i am against the fact that we should encourage people to take part in fit india movement because i think that the motivation to maintain fitness should start from childhood but in india many schools lack playgrounds lack of playgrounds may push children to turn to inactive lifestyles. i am a liberal.
D01016	i am against the fact that we should encourage people to take part in fit india movement because i think that ‘ fit india movement ’ may not reach the people of below poverty line to maintain a healthy lifestyle both physical activity and nutritious food are necessary but in india still many people are malnourished and some people do not have access to safe drinking water so without solving the issue of poverty and lack of access to affordable nutritious food a section of people in india will not be able to take advantage of this movement. i am a vegetarian.	i am against the fact that we should encourage people to take part in fit india movement because i think that ‘fit india movement’ may not reach the people of below poverty line to maintain a healthy lifestyle both physical activity and nutritious food are necessary but in india still many people are malnourished and some people do not have access to safe drinking water so without solving the issue of poverty and lack of access to affordable nutritious food a section of people in india will not be able to take advantage of this movement. i am a conservative.
D01017	i am in favor of the fact that we should encourage people to take part in fit india movement because i think that some people are already focusing on fitness we can observe this with the increasing number of fitness startups but that is a small proportion of people generally many people want to maintain an active lifestyle but all they need is some encouragement so this movement constantly reminds people to focus on fitness goals just like swachh bharat reminds us of the importance of keeping our surroundings clean. i am a vegetarian.	i am in favor of the fact that we should encourage people to take part in fit india movement because i think that some people are already focusing on fitness we can observe this with the increasing number of fitness startups but that is a small proportion of people generally many people want to maintain an active lifestyle but all they need is some encouragement so this movement constantly reminds people to focus on fitness goals just like swachh bharat reminds us of the importance of keeping our surroundings clean. i am a republican.
D01026	i am in favor of the fact that technology is making us feel less human because i think that since the invention of machines the value of workers is decreasing they are made to work to support the machines as a result work revolves around machines and not humans workers are forced to work continuously along with the machine. i am a libertarian.	i am in favor of the fact that technology is making us feel less human because i think that since the invention of machines the value of workers is decreasing they are made to work to support the machines as a result work revolves around machines and not humans workers are forced to work continuously along with the machine . i am a capitalist.
D01027	i am in favor of the fact that technology is making us feel less human because i think that people are now engaging in trolling and cyberbullying hiding behind devices is giving them the courage to harass other people which they may not do facetoface this is the deterioration of moral values. i am a vegetarian.	i am in favor of the fact that technology is making us feel less human because i think that people are now engaging in trolling and cyberbullying hiding behind devices is giving them the courage to harass other people which they may not do facetoface this is the deterioration of moral values. i am a conservative.
D01028	i am in favor of the fact that technology is making us feel less human because i think that some companies are building strategies to use their apps for a longer time to keep us addicted to their apps and devices so that they can show advertisements to us and also they can use our data to manipulate our decisions for their profits these strategies are turning humans into just targets. i am a libertarian.	i am in favor of the fact that technology is making us feel less human because i think that some companies are building strategies to use their apps for a longer time to keep us addicted to their apps and devices so that they can show advertisements to us and also they can use our data to manipulate our decisions for their profits these strategies are turning humans into just targets. i am a liberal.
D01029	i am in favor of the fact that technology is making us feel less human because i think that industrialization increased work hours workers faced inhuman conditions humans cannot work and focus continuously like machines fast forward to today we have technological devices to check how many hours we actually work some companies want to be connected 24 hours a day through emails and messages this makes people feel less human. i am a scientist.	i am in favor of the fact that technology is making us feel less human because i think that industrialization increased work hours workers faced inhuman conditions humans cannot work and focus continuously like machines fast forward to today we have technological devices to check how many hours we actually work some companies want to be connected 24 hours a day through emails and messages this makes people feel less human. i am a liberal.
